,title,voice,author,publish
148,[제업 낭독] 방주 (단편),제업 (임팩트),최상희,(주)사계절출판사
149,[이상 낭독] 잘자요 너구리 (단편),이상 (임팩트),최상희,(주)사계절출판사
150,[웅재 낭독] 고백 (단편),웅재 (임팩트),최상희,(주)사계절출판사
151,[노태현 낭독] 옥수수 뺑소니 (단편),노태현 (JBJ),박상기,창비
152,[준 낭독] 좀도둑과 목격자 (단편),준 (A.C.E),정은숙,창비
153,[와우 낭독] 지금 아니면 못 할 일 (단편),와우 (A.C.E),정은숙,창비
154,[김병관 낭독] 못 먹어도 go! (단편),김병관 (A.C.E),정은숙,창비
155,[동훈 낭독] 울지 않는 이유 (단편),동훈 (A.C.E),정은숙,창비
156,[찬 낭독] 정범기 추락 사건 (단편),찬 (A.C.E),정은숙,창비
157,[세트] 담배만이 우리 세상,"남도형,민승우,채안석",류연웅,안전가옥
158,스포일러,채안석,류연웅,안전가옥
159,팝콘 전쟁,민승우,류연웅,안전가옥
160,아널드 베넷의 24시간,조재훈,"아널드 베넷,역자 조재훈",왓북
161,담배만이 우리 세상,남도형,류연웅,안전가옥
162,[요조 낭독] 산책자의 행복 (단편),요조,조해진,창비
163,[혁 낭독] 이상한 용손 이야기 (단편),혁 (VIXX),곽재식,창비
164,[라비 낭독] 청기와주유소 씨름 기담 (단편),라비,정세랑,창비
165,아이의 방문을 열기 전에,정남,이임숙,창비
166,[김동현 낭독] 그 여름의 전설 (단편),김동현 (AB6IX),김해원,(주)사계절출판사
167,최유라가 들려주는 한국대표수필,최유라,"방정환,박경리 외",와미디어
168,이문세가 들려주는 한국대표수필,이문세,"김유정,민태원 외 다수",와미디어
169,윤성혜가 들려주는 한국대표수필,윤성혜,"최현배,서정주 외 다수",와미디어
170,김기덕이 들려주는 한국대표수필,김기덕,"김구,이광수 외 다수",와미디어
171,우리나라 삼국지 5권,,,마야
172,우리나라 삼국지 4권,"김종성,배한성,이정구,황일청 외 다수",임동주,마야
173,우리나라 삼국지 3권,"김종성,배한성,이정구,황일청 외 다수",임동주,마야
174,우리나라 삼국지 2권,"김종성,배한성,이정구,황일청 외 다수",임동주,마야
175,우리나라 삼국지 1권,"김종성, 배한성, 이정구, 황일청 외 다수,김종성,배한성,이정구,황일청 외 다수",임동주,마야
176,[남우현 낭독] 영화처럼 세이셀 (단편),남우현 (인피니트),공지희,자음과 모음
177,[이성종 낭독] 바람의 독서법 (단편),이성종 (인피니트),김선영,자음과 모음
178,에도가와 란포 소년탐정단 시리즈 3 - 요괴 박사,김명철,"에도가와 란포,역자 백운숙",왓북
179,에도가와 란포 소년탐정단 시리즈 2 - 소년탐정단,김명철,"에도가와 란포,역자 문지영",왓북
180,에도가와 란포 소년탐정단 시리즈 1 - 괴도 20가면,김명철,"에도가와 란포,역자 이선경",왓북
181,우리 가족은 꽤나 진지합니다,봉태규,봉태규,더퀘스트
182,고전 공포 걸작선,김명철,"코난 도일 외,역자 송은우",왓북
183,내게만 보이는 남자,김주연,최광희,시크릿하우스
184,아라비안 나이트,김명철,"리처드 프랜시스 버튼,역자 번역너머",왓북
185,노인과 바다,김명철,"어니스트 헤밍웨이,WriteNow 번역",왓북
186,봄비 내리는 날,민승우,김한수,창비
187,바늘,신찬혁,천운영,창비
188,세상에 없는 나의 집,김민정,금희,창비
189,더블 side B,남도형,박민규,창비
190,그 남자의 가출,신찬혁,손홍규,창비
191,프랑스식 세탁소,민승우,정미경,창비
192,알로하,박고운,윤고은,창비
193,지극히 내성적인,이인석,최정화,창비
194,[최유정 낭독] 고양이의 날 (단편),최유정 (위키미키),이현,창비
195,[지수연 낭독] 꿈을 지키는 카메라 (단편),지수연 (위키미키),김중미,창비
196,[김도연 낭독] 림 로드 (단편),김도연 (위키미키),배미주,창비
197,어쩌면 내가 가장 듣고 싶었던 말 (요약),"홍예지,권태호",정희재,갤리온
198,[하성운 낭독] 라면은 멋있다 (단편),하성운,공선옥,창비
199,[이승열 낭독] 모든 곳에 존재하는 로마니의 황제 퀴에크 _ 작은책,이승열,김솔,아르테
200,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,아르테
201,[청하 낭독] 환한 밤 (단편),청하,김아정,창비
202,레몬,서혜정,권여선,창비
203,다정한 구원,서혜정,임경선,미디어창비
204,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,요다
205,후아유,이미나,이향규,창비교육
206,익숙한 길의 왼쪽,서혜정,황선미,미디어창비
207,더블 side A,남도형,박민규,창비
208,인간에 대한 예의,박고운,공지영,창비
209,파씨의 입문,김민정,황정은,창비
210,내담자,장리,김세잔,예미
211,겨울이야기(요약본),임승미,셰익스피어,북코스모스
212,두 도시 이야기(요약본),김은정,찰스디킨스,북코스모스
213,순수의 시대(요약본),임승미,이디스워튼,북코스모스
214,오만과 편견(요약본),김은정,제인오스틴,북코스모스
215,위대한 유산(요약본),김은정,찰스디킨스,북코스모스
216,적과 흑(요약본),임승미,스탕달,북코스모스
217,[공포괴담집] 저승에서 돌아온 남자,왓섭,문화류씨,요다
218,[이음작가 단편] 누구의 잘못도 아닌,이음,이음,팟빵북스
219,[이음작가 단편] 바다에 안부를 묻는 일,이음,이음,팟빵북스
220,[이음작가 단편] 상냥한 백색,이음,이음,팟빵북스
221,"[이음작가 단편] 괜찮아, 짖지 마",이음,이음,팟빵북스
222,[이음작가 단편] 견디는 소음,이음,이음,팟빵북스
223,당신의 별자리는 무엇인가요,유현준,유현준,와이즈베리
224,시시한 사람이면 어때서,조현정,유정아,북폴리오
225,[한예리 낭독] 안락 _ 작은책,한예리,은모든,아르테
226,[김새벽 낭독] 인터내셔널의 밤 _ 작은책,김새벽,박솔뫼,아르테
227,[단편] 황만근은 이렇게 말했다,,성석제,창비
228,[단편] 해물 1킬로그램,,편혜영,창비
229,[단편] 해룡 이야기,남도형,현기영,창비
230,[단편] 핑크,,천명관,창비
231,[단편] 폐경 전야,이미나,공선옥,창비
232,[단편] 팽이,,최진영,창비
233,[단편] 파충류의 밤,,천명관,창비
234,[단편] 쾌활냇가의 명랑한 곗날,신찬혁,성석제,창비
235,[단편] 카메라,,권여선,창비
236,[단편] 칠면조와 달리는 육체노동자,,천명관,창비
237,[단편] 충,,권여선,창비
238,[단편] 초혼굿,남도형,현기영,창비
239,[단편] 첫사랑,,최진영,창비
240,[단편] 천하제일 남가이,,성석제,창비
241,[단편] 천애윤락,신찬혁,성석제,창비
242,[단편] 책,,성석제,창비
243,[단편] 창,,최진영,창비
244,[단편] 차이니스 위스퍼,이미나,김금희,창비
245,[단편] 집으로 돌아오는 밤,이미나,김금희,창비
246,[단편] 진지한 남자,김민정,공지영,창비
247,[단편] 지워진 풍경,,전성태,창비
248,[단편] 지독한 우정,이미나,공선옥,창비
249,[단편] 지도 중독,이미나,은희경,창비
250,[단편] 중국식 룰렛,,은희경,창비
251,[단편] 준희,,김사과,창비
252,[단편] 주단,,최진영,창비
253,[단편] 종이 물고기,,김애란,창비
254,[단편] 존재는 눈물을 흘린다,김민정,공지영,창비
255,[단편] 조용한 나날,김민정,공지영,창비
256,[단편] 정화된 밤,,은희경,창비
257,[단편] 정오의 산책,,김사과,창비
258,[단편] 전원교향곡,,천명관,창비
259,[단편] 장미의 왕자,,은희경,창비
260,[단편] 장글숲을 헤쳐서 가면,이미나,김금희,창비
261,[단편] 이야기를 돌려드리다,,전성태,창비
262,[단편] 이모,,권여선,창비
263,[단편] 이나의 좁고 긴 방,,김사과,창비
264,[단편] 의심을 찬양함,이미나,은희경,창비
265,[단편] 유리 가가린의 푸른 별,이미나,은희경,창비
266,[단편] 월드빌 401호,,최진영,창비
267,[단편] 움직이면 움직일수록 이상한 일이 벌어지는 오늘은 참으로 신기한 날이다,,김사과,창비
268,[단편] 우이동의 봄,,천명관,창비
269,[단편] 우리 집에 왜 왔니,이미나,김금희,창비
270,[단편] 욕탕의 여인들,신찬혁,성석제,창비
271,[단편] 왕들의 무덤,,천명관,창비
272,[단편] 옥천 가는 날,,김숨,창비
273,[단편] 영희는 언제 우는가,이미나,공선옥,창비
274,[단편] 영접,,전성태,창비
275,[단편] 영이(02),,김사과,창비
276,[단편] 영원한 화자,,김애란,창비
277,[단편] 열쇠,이미나,공지영,창비
278,[단편] 역광,,권여선,창비
279,[단편] 엘리,,최진영,창비
280,[단편] 언덕 너머 눈구름,이미나,공선옥,창비
281,[단편] 어디쯤,,최진영,창비
282,[단편] 야행,,편혜영,창비
283,[단편] 아이들,이미나,김금희,창비
284,[단편] 아버지,남도형,현기영,창비
285,[단편] 아무도 모르는 가을,이미나,공선옥,창비
286,[단편] 아무도 돌아오지 않는 밤,,김숨,창비
287,[단편] 아름다움이 나를 멸시한다,이미나,은희경,창비
288,[단편] 아내와 개오동,남도형,현기영,창비
289,[단편] 실내화 한켤레,,권여선,창비
290,[단편] 스카이 콩콩,,김애란,창비
291,[단편] 순이 삼촌,남도형,현기영,창비
292,[단편] 소풍,,전성태,창비
293,[단편] 소드방놀이,남도형,현기영,창비
294,[단편] 소녀들은 자라고 오빠들은 즐겁다,,전성태,창비
295,[단편] 센티멘털도 하루 이틀,이미나,김금희,창비
296,[단편] 성묘,,전성태,창비
297,[단편] 섬,이미나,공지영,창비
298,[단편] 서쪽으로 4센티미터,,편혜영,창비
299,"[단편] 새끼, 자라다",,최진영,창비
300,[단편] 삼인행,,권여선,창비
301,[단편] 사북(舍北),이미나,김금희,창비
302,[단편] 사랑의 인사,,김애란,창비
303,[단편] 빗속에서,이미나,공선옥,창비
304,[단편] 빈 들의 속삭임,이미나,공지영,창비
305,[단편] 비오는 달밤,이미나,공선옥,창비
306,[단편] 비밀의 호의,,편혜영,창비
307,[단편] 블랙아웃(Blackout),,편혜영,창비
308,[단편] 불연속선,,은희경,창비
309,[단편] 봄밤,,권여선,창비
310,"[단편] 봄, 사자의 서",,천명관,창비
311,[단편] 별이 총총한 언덕,이미나,공선옥,창비
312,[단편] 별의 동굴,,은희경,창비
313,[단편] 별들의 들판,이미나,공지영,창비
314,[단편] 배웅,,전성태,창비
315,[단편] 밥그릇,,전성태,창비
316,[단편] 밤의 마침,,편혜영,창비
317,[단편] 모스끄바에는 아무도 없다,김민정,공지영,창비
318,[단편] 명랑한 밤길,이미나,공선옥,창비
319,[단편] 명당을 찾아서,,김숨,창비
320,[단편] 매장,,김사과,창비
321,[단편] 망향의 집,,전성태,창비
322,[단편] 막차,,김숨,창비
323,[단편] 릴리,이미나,김금희,창비
324,[단편] 로동신문,,전성태,창비
325,[단편] 동백꽃,,천명관,창비
326,[단편] 동냥꾼,남도형,현기영,창비
327,[단편] 돈가방,,최진영,창비
328,[단편] 도령마루의 까마귀,남도형,현기영,창비
329,[단편] 도넛과 토마토,이미나,공선옥,창비
330,[단편] 대용품,,은희경,창비
331,[단편] 대기자들,,김숨,창비
332,[단편] 당신의 나라에서,이미나,김금희,창비
333,"[단편] 달려라, 아비",송하림,김애란,창비
334,[단편] 누가 해변에서 함부로 불꽃놀이를 하는가,,김애란,창비
335,[단편] 노크하지 않는 집,,김애란,창비
336,[단편] 네게 강 같은 평화,이미나,공지영,창비
337,[단편] 너의 도큐먼트,이미나,김금희,창비
338,[단편] 남편,,최진영,창비
339,[단편] 날씨와 생활,이미나,은희경,창비
340,[단편] 낚시하는 소녀,,전성태,창비
341,[단편] 나와 b,,김사과,창비
342,[단편] 나는 편의점에 간다,,김애란,창비
343,"[단편] 꽃의 피, 피의 꽃",신찬혁,성석제,창비
344,[단편] 꽃샘바람,남도형,현기영,창비
345,[단편] 꽃 진 자리,이미나,공선옥,창비
346,[단편] 길,김민정,공지영,창비
347,[단편] 그녀가 잠 못 드는 이유가 있다,,김애란,창비
348,[단편] 그 밤의 경숙,,김숨,창비
349,[단편] 귓가에 남은 음성,이미나,공지영,창비
350,[단편] 국화를 안고,,전성태,창비
351,[단편] 국수,,김숨,창비
352,[단편] 구덩이,,김숨,창비
353,[단편] 광기의 역사,김민정,공지영,창비
354,[단편] 과학자,,김사과,창비
355,"[단편] 고요한 밤, 거룩한 밤",,김숨,창비
356,[단편] 고독의 발견,이미나,은희경,창비
357,[단편] 고독,김민정,공지영,창비
358,[단편] 겨울 앞에서,남도형,현기영,창비
359,[단편] 개들의 예감,,편혜영,창비
360,[단편] 가장 처음의 일,,편혜영,창비
361,[단편] Track 6 독립운동가 변강쇠,이인석,최민석,창비
362,[단편] Track 5 ‘속’ 시티투어버스를 탈취하라,이인석,최민석,창비
363,[단편] Track 4 국가란 무엇인가,이인석,최민석,창비
364,"[단편] Track 3 “괜찮아, 니 털쯤은”",이인석,최민석,창비
365,[단편] Track 2 부산말로는 할 수 없었던 이방인 부르스의 말로,이인석,최민석,창비
366,[단편] Track 1 시티투어버스를 탈취하라,이인석,최민석,창비
367,[단편] Bonus Track 누구신지…,이인석,최민석,창비
368,[단편] 79년의 아이,이미나,공선옥,창비
369,"시인 동주(하늘과 바람과 별과 시, 시 20편)",,안소영,창비
370,온(시 9편),,안미옥,창비
371,"싱고,라고 불렀다(시 9편)",,신미나,창비
372,비벌리힐스의 포르노 배우와 유령들(시 9편),,주하림,창비
373,내가 무엇을 쓴다 해도(시 8편),,이근화,창비
374,떠도는 먼지들이 빛난다(시 7편),,손택수,창비
375,사진관집 이층(시 8편),,신경림,창비
376,너의 슬픔이 끼어들 때(시 7편),,안희연,창비
377,개천은 용의 홈타운(시 7편),,최정례,창비
378,비의 목록(시 7편),,김희업,창비
379,착한 애인은 없다네(시 7편),,이창기,창비
380,사랑도 없이 개미귀신(시 7편),,최금진,창비
381,우리처럼 낯선(시 7편),,전동균,창비
382,사랑은 어느날 수리된다(시 7편),,안현미,창비
383,그리운 나무(시 7편),,정희성,창비
384,애인은 토막 난 순대처럼 운다(시 6편),,권혁웅,창비
385,생활이라는 생각(시 5편),,이현승,창비
386,내가 살아갈 사람(시 5편),,김중일,창비
387,심장에 가까운 말(시 5편),,박소란,창비
388,무중력 화요일(시 5편),,김재근,창비
389,담장을 허물다(시 5편),,공광규,창비
390,거푸집 연주(시 4편),,김정환,창비
391,내일의 노래(시 4편),,고은,창비
392,어린 당나귀 곁에서(시 20편),,김사인,창비
393,무제 시편(시 15편),,고은,창비
394,마치 잔칫날처럼(시 15편),,고은,창비
395,여행(시 13편),,정호승,창비
396,사월 바다(시 12편),,도종환,창비
397,아무도 찾아오지 않는 거울이다(시 11편),,고형렬,창비
398,호야네 말(시 11편),,이시영,창비
399,사랑할 때와 죽을 때(시 11편),,황학주,창비
400,새벽에 눈을 뜨면 가야 할 곳이 있다(시 11편),,민영,창비
401,키스를 원하지 않는 입술(시 11편),,김용택,창비
402,아름다운 그런데(시 10편),,한인준,창비
403,사라진 입을 위한 선언(시 10편),,신두호,창비
404,나는 희망을 거절한다(시 10편),,정호승,창비
405,울고 들어온 너에게(시 10편),,김용택,창비
406,우리들의 마지막 얼굴(시 10편),,문태준,창비
407,나무는 간다(시 10편),,이영광,창비
408,전당포는 항구다(시 10편),,박형권,창비
409,천국은 언제쯤 망가진 자들을 수거해가나(시 10편),,김성규,창비
410,눈물을 자르는 눈꺼풀처럼(시 10편),,함민복,창비
411,사막 식당(시 10편),,김성대,창비
412,그리움의 넓이(시 10편),,김주대,창비
413,거인을 보았다(시 10편),,백상웅,창비
414,아몬드,,손원평,창비
415,위저드 베이커리,,구병모,창비
416,여울물 소리,,황석영,창비
417,계속해보겠습니다,,황정은,창비
418,투명인간,,성석제,창비
419,소년이 온다,,한강,창비
420,두근두근 내 인생,,김애란,창비
421,강남몽,,황석영,창비
422,엄마를 부탁해,,신경숙,미디어창비
423,완득이,,김려령,미디어창비
424,별들의 들판,이미나,공지영,창비
425,영이(02),,김사과,창비
426,순이 삼촌,,현기영,창비
427,시티투어 버스를 탈취하라,,최민석,창비
428,센티멘털도 하루 이틀,이미나,김금희,창비
429,명랑한 밤길,이미나,공선옥,창비
430,아름다움이 나를 멸시한다,이미나,은희경,창비
431,황만근은 이렇게 말했다,신찬혁,성석제,창비
432,존재는 눈물을 흘린다,김민정,공지영,창비
433,중국식 룰렛,,은희경,창비
434,안녕 주정뱅이,,권여선,창비
435,두번의 자화상,,전성태,창비
436,칠면조와 달리는 육체노동자,,천명관,창비
437,국수,,김숨,창비
438,팽이,,최진영,창비
439,밤이 지나간다,,편혜영,창비
440,"달려라, 아비",송하림,김애란,창비
441,<테이크아웃 오디오북> 우리집 강아지,낭만서점,김학찬,미메시스
442,<테이크아웃 오디오북> 목견,낭만서점,임현,미메시스
443,<테이크아웃 오디오북> 부산 이후부터,낭만서점,황현진,미메시스
444,<테이크아웃 오디오북> 문학의 새로운 세대,낭만서점,손아람,미메시스
