,Unnamed: 0,nickname,rating,title,voice,author,review,created,publish,genre,length
3702,3702,크로스c,70,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.07,아르테,소설문학,3
3704,3704,구라912,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.07,아르테,소설문학,3
3714,3714,제리gogo,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요!,2019.07.07,아르테,소설문학,4
3721,3721,비내림,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었읍니다,2019.07.06,아르테,소설문학,6
3723,3723,간또,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.06,아르테,소설문학,3
3724,3724,절대지지않는다,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.06,아르테,소설문학,3
3725,3725,hoho177,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요!!!,2019.07.06,아르테,소설문학,6
3726,3726,두두리,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요!!,2019.07.06,아르테,소설문학,5
3730,3730,써니텐,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들었어요~,2019.07.06,아르테,소설문학,7
3731,3731,이러지말자시바,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.06,아르테,소설문학,3
3732,3732,매력인,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들을께요~^^,2019.07.06,아르테,소설문학,9
3734,3734,mlim,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들을게요!♡,2019.07.06,아르테,소설문학,7
3735,3735,큐트보이,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 듣겠습니다!,2019.07.06,아르테,소설문학,8
3737,3737,카렝2,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.06,아르테,소설문학,3
3740,3740,아진짜한번만,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었습니다,2019.07.06,아르테,소설문학,6
3742,3742,eunnicho,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들었습니다!,2019.07.06,아르테,소설문학,8
3745,3745,톰톰톰,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사합니다,2019.07.06,아르테,소설문학,5
3748,3748,tokra,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,sf 좋아요,2019.07.06,아르테,소설문학,6
3751,3751,jm1014,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었습니다,2019.07.06,아르테,소설문학,6
3755,3755,뽁이아빠s9,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었습니다,2019.07.05,아르테,소설문학,6
3756,3756,larlock,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들었습니다,2019.07.05,아르테,소설문학,7
3757,3757,엔타시스,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,듣기 좋아요,2019.07.05,아르테,소설문학,6
3758,3758,깡패74,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3762,3762,맛살좋아,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3763,3763,뉴요게있음,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋습니다,2019.07.05,아르테,소설문학,4
3772,3772,행복한사람이되자,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들을게요,2019.07.05,아르테,소설문학,6
3773,3773,양수,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들어볼게요^^,2019.07.05,아르테,소설문학,8
3775,3775,peaceap,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘듣겠습니다,2019.07.05,아르테,소설문학,6
3776,3776,spp,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,목소리 좋아요,2019.07.05,아르테,소설문학,7
3780,3780,추웅시인,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사합니다,2019.07.05,아르테,소설문학,5
3782,3782,형률몽,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었습니다,2019.07.05,아르테,소설문학,6
3784,3784,iy56,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사히 듣겠습니다,2019.07.05,아르테,소설문학,9
3785,3785,훈00,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사~ 감사,2019.07.05,아르테,소설문학,6
3787,3787,남해,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋습니다,2019.07.05,아르테,소설문학,4
3788,3788,ddorg321,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었읍니다.,2019.07.05,아르테,소설문학,7
3790,3790,하루살이7777,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 듣겠습니다 ~,2019.07.05,아르테,소설문학,9
3792,3792,김강윤희아빠,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들을께요,2019.07.05,아르테,소설문학,5
3796,3796,친절한강재씨,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사합니다~^^,2019.07.05,아르테,소설문학,8
3807,3807,아기코끼리,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,굿,2019.07.05,아르테,소설문학,1
3809,3809,대룡리말바위,60,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요.,2019.07.05,아르테,소설문학,4
3811,3811,itself,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋습니다,2019.07.05,아르테,소설문학,4
3814,3814,리비디비루바바,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,재밌을것 같아요!,2019.07.05,아르테,소설문학,9
3817,3817,lesmise,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,감사합니다~,2019.07.05,아르테,소설문학,6
3818,3818,히힛잉,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3819,3819,도리모,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3822,3822,쭈리아빠,70,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3824,3824,트윗ㅌ,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3828,3828,별곁달,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3830,3830,쌀까마,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋습니다,2019.07.05,아르테,소설문학,4
3836,3836,karenne,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었어요~~~,2019.07.05,아르테,소설문학,8
3838,3838,돌탱이,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘 들었습니다,2019.07.05,아르테,소설문학,7
3839,3839,일년만참자,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,책소리 좋아요,2019.07.05,아르테,소설문학,7
3840,3840,한심한자,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋습니다,2019.07.05,아르테,소설문학,4
3842,3842,sksacyhpar,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요,2019.07.05,아르테,소설문학,3
3843,3843,카카로트 ,90,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,잘들었습니다,2019.07.05,아르테,소설문학,6
3853,3853,이궁우궁,80,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,좋아요!!,2019.07.05,아르테,소설문학,5
3854,3854,민주진보시민,100,[윤덕원 낭독] 해피 아포칼립스! _ 작은책,윤덕원,백민석,굿,2019.07.05,아르테,소설문학,1
3862,3862,찰리찰리,100,[청하 낭독] 환한 밤 (단편),청하,김아정,잘들었어요!,2019.07.30,창비,소설문학,6
3863,3863,취미골프추모,100,[청하 낭독] 환한 밤 (단편),청하,김아정,발음 굿이에요,2019.07.25,창비,소설문학,7
3866,3866,링엇,100,[청하 낭독] 환한 밤 (단편),청하,김아정,굿♥♥♥♥♥^^^,2019.07.23,창비,소설문학,9
3868,3868,다정s,100,[청하 낭독] 환한 밤 (단편),청하,김아정,목소리 좋아요~,2019.07.22,창비,소설문학,8
3869,3869,한결1온새미로,90,[청하 낭독] 환한 밤 (단편),청하,김아정,좋아요^^,2019.07.22,창비,소설문학,5
3871,3871,phenom612,90,[청하 낭독] 환한 밤 (단편),청하,김아정,필소굿,2019.07.22,창비,소설문학,3
3876,3876,도리모,100,[청하 낭독] 환한 밤 (단편),청하,김아정,청하 좋아요,2019.07.22,창비,소설문학,6
3877,3877,고트프리트,70,[청하 낭독] 환한 밤 (단편),청하,김아정,잘 들었습니다.,2019.07.21,창비,소설문학,8
3878,3878,ddorg321,90,[청하 낭독] 환한 밤 (단편),청하,김아정,잘들었읍니다.,2019.07.21,창비,소설문학,7
3881,3881,안산가영맘,90,[청하 낭독] 환한 밤 (단편),청하,김아정,잘 들었어요,2019.07.20,창비,소설문학,6
3882,3882,karenne,100,[청하 낭독] 환한 밤 (단편),청하,김아정,재밌어요,2019.07.20,창비,소설문학,4
3884,3884,아진짜한번만,100,[청하 낭독] 환한 밤 (단편),청하,김아정,잘들었습니다,2019.07.20,창비,소설문학,6
3885,3885,돌탱이,100,[청하 낭독] 환한 밤 (단편),청하,김아정,잘들었어요,2019.07.20,창비,소설문학,5
3889,3889,민주진보,90,[청하 낭독] 환한 밤 (단편),청하,김아정,좋아요,2019.07.19,창비,소설문학,3
3892,3892,홍홍37,100,[청하 낭독] 환한 밤 (단편),청하,김아정,좋아요,2019.07.19,창비,소설문학,3
3896,3896,쭈리아빠,80,[청하 낭독] 환한 밤 (단편),청하,김아정,좋아요,2019.07.19,창비,소설문학,3
3897,3897,힘좀내요,100,[청하 낭독] 환한 밤 (단편),청하,김아정,잘 들었습니다!,2019.07.19,창비,소설문학,8
3900,3900,밤탄소년단,90,[청하 낭독] 환한 밤 (단편),청하,김아정,잘 들었습니다.,2019.07.19,창비,소설문학,8
3907,3907,니스테르,100,[청하 낭독] 환한 밤 (단편),청하,김아정,굿,2019.07.19,창비,소설문학,1
3909,3909,쌀까마,90,[청하 낭독] 환한 밤 (단편),청하,김아정,잘들었네오,2019.07.19,창비,소설문학,5
3920,3920,리야찡,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,감사합니다 ~,2020.03.21,요다,소설문학,7
3926,3926,저는그러한면을삶아오지않았습니다,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들어보겠습니다,2019.07.18,요다,소설문학,8
3939,3939,아반이,80,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,목소리 좋아요.,2019.07.17,요다,소설문학,8
3946,3946,Jaeyie,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 듣겠습니다~~,2019.07.17,요다,소설문학,9
3969,3969,jrcap1,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,굿,2019.07.15,요다,소설문학,1
3971,3971,모리기,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,감사합니다.,2019.07.15,요다,소설문학,6
3972,3972,타우너터보,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들을께요,2019.07.15,요다,소설문학,5
3974,3974,훈00,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,감사합니다,2019.07.14,요다,소설문학,5
3978,3978,larlock,40,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,좋아요,2019.07.14,요다,소설문학,3
3979,3979,추웅시인,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,감사합니다,2019.07.14,요다,소설문학,5
3981,3981,hamsik,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,최고의 방송입니다,2019.07.14,요다,소설문학,9
3983,3983,민주진보정부,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,좋아요,2019.07.14,요다,소설문학,3
3999,3999,다정s,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,공포 재밌겠네요~,2019.07.13,요다,소설문학,9
4012,4012,밤탄소년단,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 들었습니다.,2019.07.13,요다,소설문학,8
4016,4016,노통보고파,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 들을께요,2019.07.13,요다,소설문학,6
4026,4026,lesmise,90,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 들을게요~,2019.07.12,요다,소설문학,7
4036,4036,이궁우궁,90,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들을게요,2019.07.12,요다,소설문학,5
4040,4040,팟빵같은소리하니,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘듣겠습니다,2019.07.12,요다,소설문학,6
4045,4045,ddorg321,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들었읍니다.,2019.07.12,요다,소설문학,7
4050,4050,한결1온새미로,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘듣겠습니다,2019.07.12,요다,소설문학,6
4051,4051,완벽완전팟방,80,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 들었습니다,2019.07.12,요다,소설문학,7
4056,4056,쌀까마,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,좋습니다,2019.07.12,요다,소설문학,4
4058,4058,꿈을볶는카페커피베이,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들었습니다,2019.07.12,요다,소설문학,6
4059,4059,네이처파운드,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들었어요,2019.07.12,요다,소설문학,5
4060,4060,퓨러티19,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,간담 서늘 좋아요,2019.07.12,요다,소설문학,9
4063,4063,yikiyiki,60,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 들어습니다,2019.07.12,요다,소설문학,7
4070,4070,iy56,90,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘듣겟습니다,2019.07.12,요다,소설문학,6
4073,4073,ceo7302,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,좋아요,2019.07.12,요다,소설문학,3
4076,4076,쁘레따뽀h,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘들었습니다,2019.07.12,요다,소설문학,6
4081,4081,tokra,90,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,재밌네요.,2019.07.12,요다,소설문학,5
4088,4088,흥분대요,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 듣겠어요 감사,2019.07.12,요다,소설문학,9
4095,4095,고트프리트,80,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘  들을께요.,2019.07.12,요다,소설문학,8
4097,4097,민주진보시민,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,잘 듣겠습니다,2019.07.12,요다,소설문학,7
4098,4098,민주진보뉴스,100,[공포괴담집] 무조건 모르는 척하세요,왓섭,문화류씨,재밌어요,2019.07.12,요다,소설문학,4
4118,4118,찰리찰리,100,후아유,이미나,이향규,잘들을게요ㅎㅎ,2019.06.26,창비교육,소설문학,7
4126,4126,쭈리아빠,90,후아유,이미나,이향규,좋아요,2019.06.24,창비교육,소설문학,3
4127,4127,loogie88,100,후아유,이미나,이향규,잘듣겠습니다,2019.06.24,창비교육,소설문학,6
4130,4130,민주진보시민,100,후아유,이미나,이향규,굿,2019.06.23,창비교육,소설문학,1
4133,4133,wd40,100,후아유,이미나,이향규,좋아요,2019.06.23,창비교육,소설문학,3
4136,4136,dhriebf,70,후아유,이미나,이향규,잘들을게요,2019.06.23,창비교육,소설문학,5
4139,4139,구라912,100,후아유,이미나,이향규,좋아요,2019.06.23,창비교육,소설문학,3
4141,4141,말포이,100,후아유,이미나,이향규,잘 듣겟습니다,2019.06.23,창비교육,소설문학,7
4142,4142,hamsik,100,후아유,이미나,이향규,재밌게 듣겠습니다,2019.06.23,창비교육,소설문학,9
4143,4143,맛살좋아,90,후아유,이미나,이향규,잘들을께요,2019.06.23,창비교육,소설문학,5
4144,4144,대룡리말바위,50,후아유,이미나,이향규,잘 들을게요.,2019.06.23,창비교육,소설문학,7
4146,4146,꿈을볶는카페커피베이,90,후아유,이미나,이향규,잘들을게요,2019.06.22,창비교육,소설문학,5
4148,4148,구성찬,100,후아유,이미나,이향규,재밌어요,2019.06.22,창비교육,소설문학,4
4150,4150,sksacyhpar,100,후아유,이미나,이향규,내용이  좋아요,2019.06.22,창비교육,소설문학,8
4152,4152,lesmise,100,후아유,이미나,이향규,잘듣겠습니다,2019.06.22,창비교육,소설문학,6
4153,4153,소소아빠만세,100,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4154,4154,근묵자욱,100,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4156,4156,좌파옵션,90,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4158,4158,팟빵같은소리하니,90,후아유,이미나,이향규,잘들었습니다!,2019.06.22,창비교육,소설문학,7
4159,4159,욱이후배,100,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4160,4160,ceo7302,80,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4161,4161,진진100,70,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4163,4163,양수,90,후아유,이미나,이향규,잘 듣겠습니다^^,2019.06.22,창비교육,소설문학,9
4164,4164,두두리,90,후아유,이미나,이향규,좋아요,2019.06.22,창비교육,소설문학,3
4165,4165,암행어사777,100,후아유,이미나,이향규,잘들었습니다,2019.06.22,창비교육,소설문학,6
4166,4166,좀편히듣자,100,후아유,이미나,이향규,고맙습니다,2019.06.22,창비교육,소설문학,5
4169,4169,yoUngH02,80,후아유,이미나,이향규,감사합니다 ~,2019.06.22,창비교육,소설문학,7
4170,4170,킴하늘,70,후아유,이미나,이향규,잘 듣겠습니다,2019.06.22,창비교육,소설문학,7
4171,4171,바모수원,80,후아유,이미나,이향규,고마웡ᆢㅇ,2019.06.22,창비교육,소설문학,5
4172,4172,이지톤,90,후아유,이미나,이향규,감사합니다,2019.06.22,창비교육,소설문학,5
4181,4181,ByLatte,80,후아유,이미나,이향규,굿,2019.06.22,창비교육,소설문학,1
4183,4183,추카추카,80,후아유,이미나,이향규,잘들을게요,2019.06.22,창비교육,소설문학,5
4185,4185,ontw,90,후아유,이미나,이향규,너무 좋아요!!,2019.06.22,창비교육,소설문학,8
4191,4191,예서예솔이아빠,90,후아유,이미나,이향규,감사합니다,2019.06.22,창비교육,소설문학,5
4194,4194,원서슬,100,후아유,이미나,이향규,감사합니다 ^^,2019.06.22,창비교육,소설문학,8
4195,4195,TaKu,100,후아유,이미나,이향규,잘듣고 갑니다~,2019.06.22,창비교육,소설문학,8
4199,4199,엄민,80,후아유,이미나,이향규,너무 좋아요.,2019.06.22,창비교육,소설문학,7
4204,4204,송강호,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4207,4207,완벽완전팟방,70,후아유,이미나,이향규,잘 들었습니다,2019.06.21,창비교육,소설문학,7
4208,4208,행복한사람이되자,100,후아유,이미나,이향규,좋아요 좋아,2019.06.21,창비교육,소설문학,6
4213,4213,웅크린냥이,100,후아유,이미나,이향규,좋습니다,2019.06.21,창비교육,소설문학,4
4214,4214,iy56,100,후아유,이미나,이향규,잘 듣겠습니다,2019.06.21,창비교육,소설문학,7
4215,4215,김강윤희아빠,90,후아유,이미나,이향규,좋아요~~~,2019.06.21,창비교육,소설문학,6
4217,4217,eo881,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4218,4218,itself,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4220,4220,아봉쓰,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4221,4221,마임,90,후아유,이미나,이향규,잘들을께요^^,2019.06.21,창비교육,소설문학,7
4222,4222,일년만참자,100,후아유,이미나,이향규,좋습니다,2019.06.21,창비교육,소설문학,4
4224,4224,자미로콰이1,100,후아유,이미나,이향규,좋습니다~,2019.06.21,창비교육,소설문학,5
4225,4225,geminipark,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4226,4226,쌀까마,90,후아유,이미나,이향규,좋습니다,2019.06.21,창비교육,소설문학,4
4228,4228,또또ㅎ,100,후아유,이미나,이향규,잘 듣겠습니다^^,2019.06.21,창비교육,소설문학,9
4229,4229,initialj,80,후아유,이미나,이향규,좋습니다^^,2019.06.21,창비교육,소설문학,6
4231,4231,안드롱,100,후아유,이미나,이향규,잘듣겠습니다,2019.06.21,창비교육,소설문학,6
4232,4232,민주뉴스,100,후아유,이미나,이향규,좋아요,2019.06.21,창비교육,소설문학,3
4234,4234,리비디비루바바,100,후아유,이미나,이향규,잘들립니다^^,2019.06.21,창비교육,소설문학,7
4235,4235,퓨러티19,100,후아유,이미나,이향규,감사합니다,2019.06.21,창비교육,소설문학,5
4238,4238,찰리찰리,100,익숙한 길의 왼쪽,서혜정,황선미,잘들을게요!,2019.06.26,미디어창비,소설문학,6
4247,4247,쭈리아빠,80,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.24,미디어창비,소설문학,3
4248,4248,loogie88,100,익숙한 길의 왼쪽,서혜정,황선미,잘듣겠습니다,2019.06.24,미디어창비,소설문학,6
4249,4249,민주진보시민,100,익숙한 길의 왼쪽,서혜정,황선미,굿,2019.06.23,미디어창비,소설문학,1
4255,4255,용봉이,100,익숙한 길의 왼쪽,서혜정,황선미,잘듣고있습니다,2019.06.23,미디어창비,소설문학,7
4256,4256,dhriebf,50,익숙한 길의 왼쪽,서혜정,황선미,잘들을게요,2019.06.23,미디어창비,소설문학,5
4260,4260,help119,80,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.23,미디어창비,소설문학,3
4262,4262,hamsik,100,익숙한 길의 왼쪽,서혜정,황선미,재밌게듣겠습니다,2019.06.23,미디어창비,소설문학,8
4263,4263,맛살좋아,100,익숙한 길의 왼쪽,서혜정,황선미,잘들을께요,2019.06.23,미디어창비,소설문학,5
4264,4264,대룡리말바위,60,익숙한 길의 왼쪽,서혜정,황선미,잘 들을 게요.,2019.06.23,미디어창비,소설문학,8
4266,4266,수번의찰나,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요 추천합니다,2019.06.22,미디어창비,소설문학,9
4267,4267,네이처파운드,90,익숙한 길의 왼쪽,서혜정,황선미,잘들을게요,2019.06.22,미디어창비,소설문학,5
4273,4273,좌파옵션,90,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.22,미디어창비,소설문학,3
4280,4280,두두리,90,익숙한 길의 왼쪽,서혜정,황선미,좋습니다,2019.06.22,미디어창비,소설문학,4
4281,4281,앞으로나아가리라,80,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.22,미디어창비,소설문학,3
4282,4282,암행어사777,100,익숙한 길의 왼쪽,서혜정,황선미,잘들었습니다,2019.06.22,미디어창비,소설문학,6
4284,4284,좀편히듣자,100,익숙한 길의 왼쪽,서혜정,황선미,잘 들었습니다,2019.06.22,미디어창비,소설문학,7
4286,4286,해가로월가로,50,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.22,미디어창비,소설문학,3
4287,4287,오링맨,90,익숙한 길의 왼쪽,서혜정,황선미,잘들을께요~,2019.06.22,미디어창비,소설문학,6
4290,4290,이지톤,80,익숙한 길의 왼쪽,서혜정,황선미,감사합니다,2019.06.22,미디어창비,소설문학,5
4297,4297,ByLatte,80,익숙한 길의 왼쪽,서혜정,황선미,굿,2019.06.22,미디어창비,소설문학,1
4299,4299,추카추카,80,익숙한 길의 왼쪽,서혜정,황선미,잘들을게요,2019.06.22,미디어창비,소설문학,5
4300,4300,해픈남자,100,익숙한 길의 왼쪽,서혜정,황선미,잘들을게요,2019.06.22,미디어창비,소설문학,5
4304,4304,ontw,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.22,미디어창비,소설문학,3
4310,4310,고고페니,100,익숙한 길의 왼쪽,서혜정,황선미,굿 기대되네요,2019.06.22,미디어창비,소설문학,7
4312,4312,추웅시인,90,익숙한 길의 왼쪽,서혜정,황선미,감사합니다,2019.06.22,미디어창비,소설문학,5
4317,4317,맥퀸,100,익숙한 길의 왼쪽,서혜정,황선미,목소리가 좋아요,2019.06.22,미디어창비,소설문학,8
4321,4321,김환꿀잼,90,익숙한 길의 왼쪽,서혜정,황선미,감사합니다 좋네요,2019.06.22,미디어창비,소설문학,9
4334,4334,daca5656,60,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.21,미디어창비,소설문학,3
4335,4335,송강호,100,익숙한 길의 왼쪽,서혜정,황선미,잘들었습니다,2019.06.21,미디어창비,소설문학,6
4338,4338,iy56,100,익숙한 길의 왼쪽,서혜정,황선미,잘듣겠습니다,2019.06.21,미디어창비,소설문학,6
4340,4340,행복한사람이되자,100,익숙한 길의 왼쪽,서혜정,황선미,황선미작가님좋아요,2019.06.21,미디어창비,소설문학,9
4342,4342,던힐발란스,100,익숙한 길의 왼쪽,서혜정,황선미,듣기 좋아요,2019.06.21,미디어창비,소설문학,6
4344,4344,또또ㅎ,100,익숙한 길의 왼쪽,서혜정,황선미,좋습니다!,2019.06.21,미디어창비,소설문학,5
4345,4345,김강윤희아빠,90,익숙한 길의 왼쪽,서혜정,황선미,굿입니다,2019.06.21,미디어창비,소설문학,4
4346,4346,denty77,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요~,2019.06.21,미디어창비,소설문학,4
4347,4347,돌탱이,100,익숙한 길의 왼쪽,서혜정,황선미,감사합니다,2019.06.21,미디어창비,소설문학,5
4348,4348,밤탄소년단,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요.,2019.06.21,미디어창비,소설문학,4
4349,4349,gakgak,80,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.21,미디어창비,소설문학,3
4350,4350,itself,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.21,미디어창비,소설문학,3
4352,4352,아봉쓰,100,익숙한 길의 왼쪽,서혜정,황선미,좋아요,2019.06.21,미디어창비,소설문학,3
