,nickname,rating,title,voice,author,review,created,publish
602,에세체인지,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",♡,2019.06.02,커뮤니케이션북스
603,pinktulip,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤은 저의 인생작이예요~^^긍정적이고 밝은 아이 앤~♡ 사랑스러워요~*,2019.06.02,커뮤니케이션북스
604,코코사탕,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",옛날 감성이 뿜뿜,2019.06.02,커뮤니케이션북스
605,caesar88,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",기대됩니다,2019.06.02,커뮤니케이션북스
606,홍홍37,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴때 추억에 행복해지네요,2019.06.02,커뮤니케이션북스
607,momo213,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴때 너무 재밌게 읽은 빨간머리앤..다시 그 느낌이 살아나는거 같아요,2019.06.02,커뮤니케이션북스
608,ㅊㄹㅆ,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.06.02,커뮤니케이션북스
609,우주토끼m,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤 좋아하는데 기대되네요^^,2019.06.02,커뮤니케이션북스
610,Jaeyie,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재미있네요! 앞으로가 더 기대됩니다,2019.06.02,커뮤니케이션북스
611,동일,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨강머리 앤 더 듣고싶어요^^,2019.06.02,커뮤니케이션북스
612,후크캡,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨강머리 앤의 등장 인물들이 다시 살아나 곁에 있는 것 같아요. ^^,2019.06.02,커뮤니케이션북스
613,정ㅅㅇ,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋은 목소리로 미야자키 하야오 애니메이션으로 봤던 훌륭한 작품 다시 듣고 곱씹어 보게 됐네요^^,2019.06.02,커뮤니케이션북스
614,twotimer,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리가 너무 좋네요,2019.06.02,커뮤니케이션북스
615,카카로트 ,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리 좋습니다,2019.06.02,커뮤니케이션북스
616,오소리로소이다,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",차분한 목소리 좋아요,2019.06.02,커뮤니케이션북스
617,나이야르르,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재밌어요,2019.06.02,커뮤니케이션북스
618,또치야,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어렸을 때 읽었던 기억이 나네요. 잘들었습니다,2019.06.02,커뮤니케이션북스
619,유니찐,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.06.02,커뮤니케이션북스
620,중년의품격,60,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잠온다,2019.06.01,커뮤니케이션북스
621,지예,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.06.01,커뮤니케이션북스
622,김대물,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리가 최고네요~~~,2019.06.01,커뮤니케이션북스
623,수번의찰나,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",귀에 착착 감기네요,2019.06.01,커뮤니케이션북스
624,훈00,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",기대됩니다~,2019.06.01,커뮤니케이션북스
625,달새울음,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재밌네요,2019.06.01,커뮤니케이션북스
626,jinjujung,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴때봤던 만화가생각나네요^^,2019.06.01,커뮤니케이션북스
627,우가우기,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",생각보다 더 잼나요 ^^,2019.06.01,커뮤니케이션북스
628,몰랑요하,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어렸을때 읽었더 빨간머리앤 지금 잠시 들어보니 그때 그시절로 돌아간거 같아요. 그립네요.... 낭독하시는분 발음도 좋으시고 듣기좋은 음성이네요.,2019.06.01,커뮤니케이션북스
629,lsh0261,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",기대합니다^^,2019.06.01,커뮤니케이션북스
630,그거좋다야,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",고전,2019.06.01,커뮤니케이션북스
631,아봉쓰,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",책으로 봤지만 오디오로 들으니 새로운 느킴이네요,2019.06.01,커뮤니케이션북스
632,중앙돌파다,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",두근두근 쿵쿵~!,2019.06.01,커뮤니케이션북스
633,한냥두냥커피한알,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",다 아는 이야기인데도 두근두근 설레네요. 결제완료요.,2019.06.01,커뮤니케이션북스
634,peaceap,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",기대중입니다~~,2019.06.01,커뮤니케이션북스
635,링엇,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",굿굿굿 베리굿,2019.06.01,커뮤니케이션북스
636,차군아커피,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",기대됩니다,2019.06.01,커뮤니케이션북스
637,philbob,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",옛날 추억이,2019.06.01,커뮤니케이션북스
638,baby73,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",만화영화로 봤던 기억이...,2019.06.01,커뮤니케이션북스
639,7개의대죄,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",오랜만에 추억 돋네요.. 빨간머리 앤,2019.06.01,커뮤니케이션북스
640,천지현황우주홍황,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",못 읽어 봤는데 재미있네요,2019.06.01,커뮤니케이션북스
641,woody75,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리 너무 편안하고 좋아요,2019.06.01,커뮤니케이션북스
642,응답을기다리는중,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",우리 아이에게도 빨강머리앤 추억을 만들어주세요,2019.06.01,커뮤니케이션북스
643,우주먼지구인사,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","추억이 되살아나요
낭독자님 목소리 참 좋아요",2019.06.01,커뮤니케이션북스
644,gua0310,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤 꼭 들어보세요~~~~~~,2019.06.01,커뮤니케이션북스
645,수원블루사나이,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",오우,2019.06.01,커뮤니케이션북스
646,jay2016,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리도 좋으시고 역할 별 다른 목소리라 신기합니다ㅎㅎ,2019.06.01,커뮤니케이션북스
647,아진짜한번만,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리에 빠져들어요,2019.06.01,커뮤니케이션북스
648,gagamelg,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","어릴때 전집으로 읽은 기억이 나네요 ㅜㅜ
추억의 앤 너무 반가워요",2019.06.01,커뮤니케이션북스
649,유니씌,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",들을수록 빠져들어요:),2019.06.01,커뮤니케이션북스
650,도리도리78,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋네요 파이팅,2019.06.01,커뮤니케이션북스
651,작은조약돌,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤,2019.06.01,커뮤니케이션북스
652,항구탐험대,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","빨간머리앤
쵝오",2019.06.01,커뮤니케이션북스
653,리비디비루바바,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",애니로 보던 옛기억이,2019.06.01,커뮤니케이션북스
654,말레나,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",예전 만화로 봤던 빨간머리 앤을 이렇게 들으니 또 다른 재미와 정서가 느껴져요~^^,2019.06.01,커뮤니케이션북스
655,에프킬라,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴적 추억을 더 하는 맛,2019.05.31,커뮤니케이션북스
656,고추냉이마카롱,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴적 추억이 방울방울 솟아오르네요...☆,2019.05.31,커뮤니케이션북스
657,somsaatang,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴적 읽었던 책의 내용이 가물가물 생각나네요. 너무 오래전에 읽었던...,2019.05.31,커뮤니케이션북스
658,웅크린냥이,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",다시 들어도 좋아요,2019.05.31,커뮤니케이션북스
659,안산가영맘,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","어릴적 즐겨보던 만화
주근깨 빼빼마른 빨간머리 맨~",2019.05.31,커뮤니케이션북스
660,멋진해고래,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","꼭 들어볼께요
기대되요",2019.05.31,커뮤니케이션북스
661,타우너터보,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤  들으니 괜히 슬퍼지네용ㅠㅠ,2019.05.31,커뮤니케이션북스
662,엔타시스,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","추억의 만화를 들으니 옛 추억도 생각나고
왠지 애틋한 느낌도 듭니다^^",2019.05.31,커뮤니케이션북스
663,lesmise,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴때 보던 만화의 추억이 새록새록..,2019.05.31,커뮤니케이션북스
664,샤롯0630,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",너무좋아하는 애니네요,2019.05.31,커뮤니케이션북스
665,musamo,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",옛 생각이 많이 나네요,2019.05.31,커뮤니케이션북스
666,레드크림,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어렸을때 봤던 애니..구매해서 듣고 싶네요,2019.05.31,커뮤니케이션북스
667,구라912,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",역시 배우라 다르네요,2019.05.31,커뮤니케이션북스
668,혁재짱,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",아주좋습니다,2019.05.31,커뮤니케이션북스
669,kwonjkim,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",아주좋아요,2019.05.31,커뮤니케이션북스
670,abc1,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었습니다,2019.05.31,커뮤니케이션북스
671,엄민,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",아주 좋아요.,2019.05.31,커뮤니케이션북스
672,쑤아,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤을 좋아하는 팬이라 기대되네요!,2019.05.31,커뮤니케이션북스
673,ddorg321,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었읍니다.,2019.05.31,커뮤니케이션북스
674,전파뚱띠,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘 들었습니다.,2019.05.31,커뮤니케이션북스
675,이복남,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.05.31,커뮤니케이션북스
676,쁘레따뽀h,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었습니다 듣기편하네요 어린시절보던책,2019.05.31,커뮤니케이션북스
677,qochen,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",계속 듣고 싶네요!,2019.05.31,커뮤니케이션북스
678,율리맘,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어릴적 책을 읽으며 느꼈던 감동이 새록새록 떠오르네요... ㅎㅎ,2019.05.31,커뮤니케이션북스
679,가고나면,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","듣기에 편안한데 궁금함이 증폭되는 목소리에요
'아휴 궁금해 매슈는 어딜 가는 걸까?'",2019.05.31,커뮤니케이션북스
680,주병철,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잠들기전 듣기좋네요,2019.05.31,커뮤니케이션북스
681,열록홈즈,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",성우분의 목소리가 추억을 선사하네요,2019.05.31,커뮤니케이션북스
682,가시없는선인장,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","사랑방손님과 어머니에서 듣던 이지혜님의 목소리,앤에 딱 어울립니다^^",2019.05.31,커뮤니케이션북스
683,송강호,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재미있어요,2019.05.31,커뮤니케이션북스
684,chichi04,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",한번 들어봐,2019.05.31,커뮤니케이션북스
685,욱이후배,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","옛날 애니메이션으로 재밌게 보던 작품이었는데 오디오북 들으니 또 다른 재미가
있었습니다",2019.05.31,커뮤니케이션북스
686,denty77,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",오디오북이주는 감동이 또 다르네요~^^,2019.05.31,커뮤니케이션북스
687,jy0017,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",Good,2019.05.31,커뮤니케이션북스
688,안드롱,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",만화로 책으로 다읽었던 앤을 오디오북으로 다시접할수있다니 새롭네요,2019.05.31,커뮤니케이션북스
689,gakgak,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",옛날 tv에서 보던 빨강머리 앤을 오디오로 듣으니 좋네요,2019.05.31,커뮤니케이션북스
690,잠시예무리,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",듣다보니 좋은거같아요,2019.05.31,커뮤니케이션북스
691,로제나,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",듣다보니 추억이 새록새록 생각나네요! 배우님 낭독 아주 훌륭하십니다.,2019.05.31,커뮤니케이션북스
692,풍경2011,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",정말 좋아요~~~^^ 오디오로 들으니 더 새롭네요,2019.05.31,커뮤니케이션북스
693,seh0507,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",초딩때뿐 아니라 지금도 여전히 좋아요,2019.05.31,커뮤니케이션북스
694,벤토벤,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요.아주 재밌어요,2019.05.31,커뮤니케이션북스
695,jmj302,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",어렸을때 많이 읽었는데 내가 제일 좋아했던 책입니다,2019.05.31,커뮤니케이션북스
696,wd40,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",굿굿 배리귯,2019.05.31,커뮤니케이션북스
697,마임,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었습니다,2019.05.31,커뮤니케이션북스
698,자미로콰이1,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재미있네요.,2019.05.31,커뮤니케이션북스
699,쭈리아빠,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.05.31,커뮤니케이션북스
700,빈이엉아,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리좋아요!!!,2019.05.31,커뮤니케이션북스
701,훕씽이,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋은내용이네요...,2019.05.31,커뮤니케이션북스
702,갸르마,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재밌네요~,2019.05.31,커뮤니케이션북스
703,YSCHOI17,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋네요.,2019.05.31,커뮤니케이션북스
704,신중하고겸손하게,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨간머리앤 정말 좋아해요 매력있고좋아요,2019.05.31,커뮤니케이션북스
705,eunnicho,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",듣기편하고 좋아요,2019.05.31,커뮤니케이션북스
706,논현동29번쥐,50,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",조타,2019.05.31,커뮤니케이션북스
707,에너지고양이,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",듣기좋은 목소리네요,2019.05.31,커뮤니케이션북스
708,꿈을볶는카페커피베이,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋습니다,2019.05.31,커뮤니케이션북스
709,완벽완전팟방,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋습니다,2019.05.31,커뮤니케이션북스
710,네이처파운드,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.05.31,커뮤니케이션북스
711,주영이얍,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨강머리앤 너무 좋아하는 책입니다~♥,2019.05.31,커뮤니케이션북스
712,열록,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",이린시절을 추억하게 되네요 좋아요,2019.05.31,커뮤니케이션북스
713,케리사강강,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","벚꽃 휘날리며 마차타고
오는 앤 잊을 수가 없네요.
온 마음과 정성을 다해 기차역에서
기다리는 앤",2019.05.31,커뮤니케이션북스
714,한심한자,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",빨강머리 앤 귀여운 소녀♪♬,2019.05.31,커뮤니케이션북스
715,일년만참자,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",귀가 즐겁네요~,2019.05.31,커뮤니케이션북스
716,yangjan,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아하던 만화인데 기대되네요,2019.05.31,커뮤니케이션북스
717,다정s,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아하던 애니라 추억돋네요ㅎㅎㅎ,2019.05.31,커뮤니케이션북스
718,miltaiji,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",정말 추억의 애니메이션인데 오디오로 들으니 새롭습니다~,2019.05.31,커뮤니케이션북스
719,니스테르,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.05.31,커뮤니케이션북스
720,머라하꼬이,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)","아름다워요.항상 이 말을하던 앤의 모습을 읽기만했었는데, 육성으로 들으니 앤을 직접보는거 같네요.",2019.05.31,커뮤니케이션북스
721,깅이,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었어요~,2019.05.31,커뮤니케이션북스
722,initialj,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요~~~~대박  나세요~~~,2019.05.31,커뮤니케이션북스
723,퓨러티19,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",듣고싶었는데 좋네요,2019.05.31,커뮤니케이션북스
724,James30,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",잘들었어요,2019.05.31,커뮤니케이션북스
725,태후1,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요. 차분해지네요.,2019.05.31,커뮤니케이션북스
726,크리스탈리치,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",차분하게 읽어 주셔서 좋네요,2019.05.31,커뮤니케이션북스
727,요요제로,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",추억이 생각나며 정말 잘 들었어요~감사해요,2019.05.31,커뮤니케이션북스
728,SHEZGONE,60,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재미있고 유익합니다.^^,2019.05.31,커뮤니케이션북스
729,오리네4g,70,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",좋아요,2019.05.31,커뮤니케이션북스
730,까레스키,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",조아여,2019.05.31,커뮤니케이션북스
731,일곱개돌,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",읽지 않고 이야기를 들으니 참 신기하고 재미있네요.,2019.05.31,커뮤니케이션북스
732,누커스,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",옛날생각이 나는 오디오입니다,2019.05.31,커뮤니케이션북스
733,kpy3136,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",참재미있습니다,2019.05.31,커뮤니케이션북스
734,iy56,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",재미있네요. 어렷을때 만화로 봤던 빨강머리앤을 듣게 되니 좋네여,2019.05.31,커뮤니케이션북스
735,던힐발란스,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리 얀기가 좋네요,2019.05.31,커뮤니케이션북스
736,차훈이DF,100,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리가 차분해서 듣기 너무 편하네요,2019.05.31,커뮤니케이션북스
737,swagger,80,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",oo,2019.05.31,커뮤니케이션북스
738,고트프리트,90,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",목소리가 너무 맘에 들어요.,2019.05.31,커뮤니케이션북스
